message,custom,label_class,idiom,sentences_clean
The receiver will only accept delivery during certain hours. We're adjusting delivery plans as quickly as possible.,No,transit,English,The receiver will only accept delivery during certain hours. We are adjusting delivery plans as quickly as possible.
The receiving business was closed and delivery has been rescheduled for the next business day.,No,exception,English,The receiving business was closed and delivery has been rescheduled for the next business day.
The receiving business was closed at the time of the final delivery attempt.,No,exception,English,The receiving business was closed at the time of the final delivery attempt.
The receiving business was closed at the time of the final delivery attempt. / The package will be returned to the sender.,No,exception,English,The receiving business was closed at the time of the final delivery attempt. The package will be returned to the sender.
The receiving business was closed at the time of the final delivery attempt. / We're attempting to contact the receiver to request additional information.,No,exception,English,The receiving business was closed at the time of the final delivery attempt. We are attempting to contact the receiver to request additional information.
THE RECEIVING BUSINESS WAS CLOSED AT THE TIME OF THE FINAL DELIVERY ATTEMPT. / WE'RE UNABLE TO CONTACT THE RECEIVER.,No,exception,English,The receiving business was closed at the time of the final delivery attempt. We're unable to contact the receiver.
THE RECEIVING BUSINESS WAS CLOSED AT THE TIME OF THE FIRST DELIVERY ATTEMPT. A SECOND ATTEMPT WILL BE MADE.,No,exception,English,The receiving business was closed at the time of the first delivery attempt. Second attempt will be made.
The receiving business was closed at the time of the first delivery attempt. A second attempt will be made. / The address was corrected.,No,transit,English,The receiving business was closed at the time of the first delivery attempt. Second attempt will be made. The address was corrected.
THE RECEIVING BUSINESS WAS CLOSED AT THE TIME OF THE SECOND DELIVERY ATTEMPT. A FINAL ATTEMPT WILL BE MADE.,No,exception,English,The receiving business was closed at the time of the second delivery attempt. Final attempt will be made.
The receiving business was closed.,No,exception,English,The receiving business was closed.
The receiving business was closed. / Delivery will be rescheduled.,No,exception,English,The receiving business was closed. Delivery will be rescheduled.
The request of re-delivery was received.,No,transit,English,The request of re delivery was received.
The requested service has changed; for assistance please contact DHL,No,exception,English,The requested service has changed for assistance please contact dhl
The sender requested that we hold this package.,No,exception,English,The sender requested that we hold this package.
The sender requested that we hold this package. / The address was corrected.,No,transit,English,The sender requested that we hold this package. The address was corrected.
The sender requested this package be held for pickup at a UPS facility.,No,transit,English,The sender requested this package be held for pickup at ups facility.
The shipment is being held by brokerage for reasons beyond UPS' control. / This package was abandoned by both the sender and receiver.,No,exception,English,The shipment is being held by brokerage for reasons beyond ups' control. This package was abandoned by both the sender and receiver.
The shipment is being held. Commodity description information must be validated by the sender or importer.,No,exception,English,The shipment is being held. Commodity description information must be validated by the sender or importer.
The shipment is being held. Commodity description information must be validated by the sender or importer. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,The shipment is being held. Commodity description information must be validated by the sender or importer. Brokerage released the package. It will be processed through clearing agency before final release to ups.
The shipment is being held. Commodity description information must be validated by the sender or importer. / We've contacted the receiver.,No,exception,English,The shipment is being held. Commodity description information must be validated by the sender or importer. We have contacted the receiver.
The shipment is being held. Commodity description information must be validated by the sender or importer. / Your package was released by the clearing agency.,No,transit,English,The shipment is being held. Commodity description information must be validated by the sender or importer. Your package was released by the clearing agency.
The shipment item has left the country of the sender,No,transit,English,The shipment item has left the country of the sender
The shipment value is missing from the invoice and is required for clearance. We're working to obtain this information.,No,exception,English,The shipment value is missing from the invoice and is required for clearance. We are working to obtain this information.
The shipment value is missing from the invoice and is required for clearance. We're working to obtain this information. / Your package was released by the clearing agency.,No,transit,English,The shipment value is missing from the invoice and is required for clearance. We are working to obtain this information. Your package was released by the clearing agency.
The state shown in the address is incorrect. This may delay delivery. We're attempting to update the address. / The address was corrected.,No,transit,English,The state shown in the address is incorrect. This may delay delivery. We are attempting to update the address. The address was corrected.
The state shown in the address is incorrect. This may delay delivery. We're attempting to update the address. / We have returned the package to the sender using the package return label.,No,exception,English,The state shown in the address is incorrect. This may delay delivery. We are attempting to update the address. We have returned the package to the sender using the package return label.
The street name is incorrect. This may delay delivery. We're attempting to update the address.,No,exception,English,The street name is incorrect. This may delay delivery. We are attempting to update the address.
The street name is incorrect. This may delay delivery. We're attempting to update the address. / Delivery will be rescheduled.,No,exception,English,The street name is incorrect. This may delay delivery. We are attempting to update the address. Delivery will be rescheduled.
The street name is incorrect. This may delay delivery. We're attempting to update the address. / The address was corrected.,No,transit,English,The street name is incorrect. This may delay delivery. We are attempting to update the address. The address was corrected.
The street name is incorrect. This may delay delivery. We're attempting to update the address. / The package will be returned to the sender.,No,exception,English,The street name is incorrect. This may delay delivery. We are attempting to update the address. The package will be returned to the sender.
The street name is incorrect. This may delay delivery. We're attempting to update the address. / We're attempting to contact the receiver to request additional information.,No,exception,English,The street name is incorrect. This may delay delivery. We are attempting to update the address. We are attempting to contact the receiver to request additional information.
The street number is incorrect. This may delay delivery. We're attempting to update the address.,No,exception,English,The street number is incorrect. This may delay delivery. We are attempting to update the address.
The street number is incorrect. This may delay delivery. We're attempting to update the address. / Delivery will be rescheduled.,No,exception,English,The street number is incorrect. This may delay delivery. We are attempting to update the address. Delivery will be rescheduled.
The street number is incorrect. This may delay delivery. We're attempting to update the address. / The package will be returned to the sender.,No,exception,English,The street number is incorrect. This may delay delivery. We are attempting to update the address. The package will be returned to the sender.
The street number is incorrect. This may delay delivery. We're attempting to update the address. / This package was abandoned by both the sender and receiver.,No,exception,English,The street number is incorrect. This may delay delivery. We are attempting to update the address. This package was abandoned by both the sender and receiver.
The street number is incorrect. This may delay delivery. We're attempting to update the address. / We will contact the sender.,No,exception,English,The street number is incorrect. This may delay delivery. We are attempting to update the address. We will contact the sender.
The street number is incorrect. This may delay delivery. We're attempting to update the address. / We're unable to contact the receiver.,No,exception,English,The street number is incorrect. This may delay delivery. We are attempting to update the address. We are unable to contact the receiver.
The street number is incorrect. This may delay delivery. We're attempting to update the address. / Your delivery has been rescheduled for the next business day.,No,exception,English,The street number is incorrect. This may delay delivery. We are attempting to update the address. Your delivery has been rescheduled for the next business day.
The street number is incorrect. We're working to contact the receiver for information.,No,exception,English,The street number is incorrect. We are working to contact the receiver for information.
The suite number is either missing or incorrect. This may delay delivery. We're attempting to update the address.,No,exception,English,The suite number is either missing or incorrect. This may delay delivery. We are attempting to update the address.
The suite number is either missing or incorrect. This may delay delivery. We're attempting to update the address. / Delivery will be rescheduled.,No,exception,English,The suite number is either missing or incorrect. This may delay delivery. We are attempting to update the address. Delivery will be rescheduled.
The suite number is either missing or incorrect. This may delay delivery. We're attempting to update the address. / The address was corrected.,No,transit,English,The suite number is either missing or incorrect. This may delay delivery. We are attempting to update the address. The address was corrected.
The suite number is either missing or incorrect. This may delay delivery. We're attempting to update the address. / This package was abandoned by both the sender and receiver.,No,exception,English,The suite number is either missing or incorrect. This may delay delivery. We are attempting to update the address. This package was abandoned by both the sender and receiver.
The suite number is either missing or incorrect. This may delay delivery. We're attempting to update the address. / We will contact the sender.,No,exception,English,The suite number is either missing or incorrect. This may delay delivery. We are attempting to update the address. We will contact the sender.
The transport of the shipment item has started in the country of the sender,No,transit,English,The transport of the shipment item has started in the country of the sender
The UPS Access Point™ location has prepared the package for return to UPS or pickup by UPS.,No,exception,English,The ups access point location has prepared the package for return to ups or pickup by ups.
The UPS Proactive Response® intercept for your package was completed. / The address was corrected.,No,transit,English,The ups proactive response intercept for your package was completed. The address was corrected.
There's been a delay but we're working hard to deliver on time,No,exception,English,There's been delay but we are working hard to deliver on time
This delivery address is in a remote area where deliveries are not made daily.,No,exception,English,This delivery address is in remote area where deliveries are not made daily.
This delivery address is in a remote area where deliveries are not made daily. / Delivery will be rescheduled.,No,exception,English,This delivery address is in remote area where deliveries are not made daily. Delivery will be rescheduled.
This delivery address is in a remote area where deliveries are not made daily. / Your delivery has been rescheduled for the next business day.,No,exception,English,This delivery address is in remote area where deliveries are not made daily. Your delivery has been rescheduled for the next business day.
This package is being held for a future delivery date.,No,transit,English,This package is being held for future delivery date.
THIS PACKAGE IS BEING HELD FOR A FUTURE DELIVERY DATE. / DELIVERY WILL BE RESCHEDULED.,No,transit,English,This package is being held for future delivery date. Delivery will be rescheduled.
This package is being held for a future delivery date. / Package must be picked up within 5 business days.,No,pickup,English,This package is being held for future delivery date. Package must be picked up within business days.
This package is being held for a future delivery date. / The address was corrected.,No,transit,English,This package is being held for future delivery date. The address was corrected.
This package is being held for a future delivery date. / The package will be returned to the sender.,No,exception,English,This package is being held for future delivery date. The package will be returned to the sender.
This package is being held for a future delivery date. / The receiver arranged to pick up the package at a UPS facility. Pickup must be made within 5 business days.,No,pickup,English,This package is being held for future delivery date. The receiver arranged to pick up the package at ups facility. Pickup must be made within business days.
This package is being held for a future delivery date. / This package was abandoned by both the sender and receiver.,No,exception,English,This package is being held for future delivery date. This package was abandoned by both the sender and receiver.
This package is being held for a future delivery date. / We'll contact the sender or receiver about this delivery.,No,exception,English,This package is being held for future delivery date. We will contact the sender or receiver about this delivery.
This package is being held for a future delivery date. / We've rescheduled this delivery.,No,transit,English,This package is being held for future delivery date. We have rescheduled this delivery.
This package is being held for a future delivery date. / Your delivery has been rescheduled for the next business day.,No,transit,English,This package is being held for future delivery date. Your delivery has been rescheduled for the next business day.
This package was abandoned by both the sender and receiver.,No,exception,English,This package was abandoned by both the sender and receiver.
Transferred through  ALICANTE - SPAIN,No,transit,English,"Transferred through alicante, spain"
Transit time change. Possible delivery delay,No,exception,English,Transit time change. Possible delivery delay
Unable to deliver to UPS Access Point™; will reattempt delivery to UPS Access Point™ the next business day,No,transit,English,Unable to deliver to ups access point will reattempt delivery to ups access point the next business day
UPS Access Point™ location closed and package not delivered. Another attempt will be made to UPS Access Point™ location.,No,exception,English,Ups access point location closed and package not delivered. Another attempt will be made to ups access point location.
UPS was not able to secure an adult signature for this delivery. Delivery was not made. / Delivery will be rescheduled.,No,exception,English,Ups was not able to secure an adult signature for this delivery. Delivery was not made. Delivery will be rescheduled.
UPS was not able to secure an adult signature for this delivery. Delivery was not made. / The address was corrected.,No,transit,English,Ups was not able to secure an adult signature for this delivery. Delivery was not made. The address was corrected.
Voided Information Received,No,exception,English,Voided information received
Warehouse Scan,No,transit,English,Warehouse scan
We are awaiting payment authorization from the receiver.,No,exception,English,We are awaiting payment authorization from the receiver.
We are awaiting payment authorization from the receiver. / We've contacted the receiver.,No,exception,English,We are awaiting payment authorization from the receiver. We have contacted the receiver.
We are awaiting payment authorization from the receiver. / Your package was released by the clearing agency.,No,transit,English,We are awaiting payment authorization from the receiver. Your package was released by the clearing agency.
We are awaiting return to sender authorization for the package.,No,exception,English,We are awaiting return to sender authorization for the package.
We are awaiting return to sender authorization for the package. / This package was abandoned by both the sender and receiver.,No,exception,English,We are awaiting return to sender authorization for the package. This package was abandoned by both the sender and receiver.
We are awaiting return to sender authorization for the package. / We'll contact the sender or receiver about this delivery.,No,exception,English,We are awaiting return to sender authorization for the package. We will contact the sender or receiver about this delivery.
We currently have the package. The receiver requested clearance by a non-UPS broker.,No,transit,English,We currently have the package. The receiver requested clearance by non ups broker.
"We currently have the package. The receiver requested clearance by a non-UPS broker. / As requested, the package was transferred to a Free Trade Zone or a non-UPS broker.",No,transit,English,"We currently have the package. The receiver requested clearance by non ups broker. As requested, the package was transferred to free trade zone or non ups broker."
We currently have the package. The receiver requested clearance by a non-UPS broker. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,We currently have the package. The receiver requested clearance by non ups broker. Brokerage released the package. It will be processed through clearing agency before final release to ups.
We currently have the package. The receiver requested clearance by a non-UPS broker. / The package is at the clearing agency awaiting final release.,No,transit,English,We currently have the package. The receiver requested clearance by non ups broker. The package is at the clearing agency awaiting final release.
We currently have the package. The receiver requested clearance by a non-UPS broker. / This package was abandoned by both the sender and receiver.,No,exception,English,We currently have the package. The receiver requested clearance by non ups broker. This package was abandoned by both the sender and receiver.
We currently have the package. The receiver requested clearance by a non-UPS broker. / We'll contact the sender or receiver about this delivery.,No,transit,English,We currently have the package. The receiver requested clearance by non ups broker. We will contact the sender or receiver about this delivery.
We currently have the package. The receiver requested clearance by a non-UPS broker. / We've contacted the receiver.,No,transit,English,We currently have the package. The receiver requested clearance by non ups broker. We have contacted the receiver.
We currently have the package. The receiver requested clearance by a non-UPS broker. / We've requested that the receiver contact us.,No,transit,English,We currently have the package. The receiver requested clearance by non ups broker. We have requested that the receiver contact us.
We currently have the package. The receiver requested clearance by a non-UPS broker. / Your package was released by the clearing agency.,No,transit,English,We currently have the package. The receiver requested clearance by non ups broker. Your package was released by the clearing agency.
We missed you on our final attempt. We are attempting to contact you by mail.,No,exception,English,We missed you on our final attempt. We are attempting to contact you by mail.
"We must contact the receiver for import requirements to clear the package, but the receiver's phone # is invalid.",No,exception,English,"We must contact the receiver for import requirements to clear the package, but the receiver's phone number is invalid."
"We must contact the receiver for import requirements to clear the package, but the receiver's phone # is invalid. / This package was abandoned by both the sender and receiver.",No,exception,English,"We must contact the receiver for import requirements to clear the package, but the receiver's phone number is invalid. This package was abandoned by both the sender and receiver."
"We must contact the receiver for import requirements to clear the package, but the receiver's phone # is invalid. / We'll contact the sender or receiver about this delivery.",No,exception,English,"We must contact the receiver for import requirements to clear the package, but the receiver's phone number is invalid. We will contact the sender or receiver about this delivery."
We received a request to change delivery. The request will be processed once the package returns to our facility.,No,transit,English,We received request to change delivery. The request will be processed once the package returns to our facility.
We received a request to modify the delivery address.,No,transit,English,We received request to modify the delivery address.
We received an additional request to change the delivery of this package. The request is in progress. / Delivery to a UPS Access Point™ location is pending.,No,transit,English,We received an additional request to change the delivery of this package. The request is in progress. Delivery to ups access point location is pending.
We received an additional request to change the delivery of this package. The request is in progress. / The package will be returned to the sender.,No,exception,English,We received an additional request to change the delivery of this package. The request is in progress. The package will be returned to the sender.
"We tried to deliver your package, but we were unable to collect funds. We'll try again on the next business day.",No,exception,English,"We tried to deliver your package, but we were unable to collect funds. We will try again on the next business day."
We updated the delivery information for your package. / The package will be returned to the sender.,No,exception,English,We updated the delivery information for your package. The package will be returned to the sender.
We were unable to deliver the package on our final attempt. We are returning this package to the sender.,No,exception,English,We were unable to deliver the package on our final attempt. We are returning this package to the sender.
We were unable to dispatch the trailer on time. This may cause a delay.,No,exception,English,We were unable to dispatch the trailer on time. This may cause delay.
We'll contact the sender or receiver about this delivery.,No,exception,English,We will contact the sender or receiver about this delivery.
We're attempting to verify the package location. / Claim issued.,No,exception,English,We are attempting to verify the package location. Claim issued.
We're in the process of returning this package to the sender.,No,exception,English,We are in the process of returning this package to the sender.
We're in the process of returning this package to the sender. / We're unable to deliver your package on schedule.,No,exception,English,We are in the process of returning this package to the sender. We are unable to deliver your package on schedule.
We're unable to contact the receiver.,No,exception,English,We are unable to contact the receiver.
We're working to get the security access needed to deliver the package.,No,exception,English,We are working to get the security access needed to deliver the package.
"We've corrected the postal code, and the package is on it's way to the updated address.",No,transit,English,"We have corrected the postal code, and the package is on it's way to the updated address."
"We've corrected the street number, and the package is on it's way to the updated address.",No,transit,English,"We have corrected the street number, and the package is on it's way to the updated address."
We've incorrectly sorted this package which may cause a delay.,No,exception,English,We have incorrectly sorted this package which may cause delay.
We've incorrectly sorted this package which may cause a delay. / Delivery will be rescheduled.,No,exception,English,We have incorrectly sorted this package which may cause delay. Delivery will be rescheduled.
We've incorrectly sorted this package which may cause a delay. / Your delivery has been rescheduled for the next business day.,No,exception,English,We have incorrectly sorted this package which may cause delay. Your delivery has been rescheduled for the next business day.
We've left a message for the receiver to contact us.,No,exception,English,We have left message for the receiver to contact us.
We've left a notice about the package.,No,exception,English,We have left notice about the package.
We've misrouted the package. This may cause a delay.,No,exception,English,We have misrouted the package. This may cause delay.
We've missed the scheduled transfer time. This may cause a delay.,No,exception,English,We have missed the scheduled transfer time. This may cause delay.
We've modified the requested change of delivery for your package. / Package could not be located for intercept.,No,exception,English,We have modified the requested change of delivery for your package. Package could not be located for intercept.
We've received a request from the receiver to hold the package for pickup at a UPS location.,No,transit,English,We have received request from the receiver to hold the package for pickup at ups location.
We've sent the package to UPS lost and found. / The package will be returned to the sender.,No,exception,English,We have sent the package to ups lost and found. The package will be returned to the sender.
We've submitted documentation to a Government agency and are awaiting a response. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,We have submitted documentation to government agency and are awaiting response. Brokerage released the package. It will be processed through clearing agency before final release to ups.
We&#39;ve begun an investigation to locate the package.,No,exception,English,We have begun an investigation to locate the package.
"We&#39;ve corrected the apartment number, and the package is on its way to the updated address.",No,transit,English,"We have corrected the apartment number, and the package is on its way to the updated address."
"We&#39;ve corrected the postal code, and the package is on it&#39;s way to the updated address.",No,transit,English,"We have corrected the postal code, and the package is on it is way to the updated address."
With delivery courier,No,out for delivery,English,With delivery courier
Your delivery has been rescheduled for the next business day.,No,transit,English,Your delivery has been rescheduled for the next business day.
YOUR PACKAGE ARRIVED LATE TO THE DESTINATION CITY. YOU SHOULD EXPECT AT LEAST ONE BUSINESS DAY DELAY.,No,exception,English,Your package arrived late to the destination city. You should expect at least one business day delay.
Your package arrived late to the destination city. You should expect at least one business day delay. / Delivery will be rescheduled.,No,exception,English,Your package arrived late to the destination city. You should expect at least one business day delay. Delivery will be rescheduled.
Your package arrived late to the destination city. You should expect at least one business day delay. / Your shipment is scheduled to arrive today after the delivery commitment time.,No,exception,English,Your package arrived late to the destination city. You should expect at least one business day delay. Your shipment is scheduled to arrive today after the delivery commitment time.
Your package cannot be delivered to a P.O. box. We're attempting to obtain an alternate delivery address.,No,exception,English,Your package cannot be delivered to p.O. Box. We are attempting to obtain an alternate delivery address.
Your package cannot be delivered to a P.O. box. We're attempting to obtain an alternate delivery address. / Delivery will be rescheduled.,No,exception,English,Your package cannot be delivered to p.O. Box. We are attempting to obtain an alternate delivery address. Delivery will be rescheduled.
Your package has been delayed by Customs or other Government agency.,No,exception,English,Your package has been delayed by customs or other government agency.
Your package has been delayed due to a Fish and Wildlife Agency hold. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,Your package has been delayed due to fish and wildlife agency hold. Brokerage released the package. It will be processed through clearing agency before final release to ups.
Your package has been delayed due to a Fish and Wildlife Agency hold. / The package is at the clearing agency awaiting final release.,No,exception,English,Your package has been delayed due to fish and wildlife agency hold. The package is at the clearing agency awaiting final release.
Your package has been delayed due to a Government regulatory agency hold.,No,exception,English,Your package has been delayed due to government regulatory agency hold.
Your package has been delayed due to a Government regulatory agency hold. / This package was abandoned by both the sender and receiver.,No,exception,English,Your package has been delayed due to government regulatory agency hold. This package was abandoned by both the sender and receiver.
Your package has been delayed due to events beyond our control. We're adjusting delivery plans as quickly as possible.,No,exception,English,Your package has been delayed due to events beyond our control. We are adjusting delivery plans as quickly as possible.
Your package has been delayed due to events beyond our control. We're adjusting delivery plans as quickly as possible. / The package will be returned to the sender.,No,exception,English,Your package has been delayed due to events beyond our control. We are adjusting delivery plans as quickly as possible. The package will be returned to the sender.
Your package has been delayed due to events beyond our control. We're adjusting delivery plans as quickly as possible. / Your package was released by the clearing agency.,No,transit,English,Your package has been delayed due to events beyond our control. We are adjusting delivery plans as quickly as possible. Your package was released by the clearing agency.
Your package is awaiting release from the clearing agency for formal entry at the import location.,No,transit,English,Your package is awaiting release from the clearing agency for formal entry at the import location.
Your package is awaiting release from the clearing agency for formal entry at the import location. / Your package was released by the clearing agency.,No,transit,English,Your package is awaiting release from the clearing agency for formal entry at the import location. Your package was released by the clearing agency.
Your package is awaiting release from the clearing agency.,No,transit,English,Your package is awaiting release from the clearing agency.
Your package is awaiting release from the clearing agency. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,Your package is awaiting release from the clearing agency. Brokerage released the package. It will be processed through clearing agency before final release to ups.
Your package is awaiting release from the clearing agency. / Delivery will be rescheduled.,No,transit,English,Your package is awaiting release from the clearing agency. Delivery will be rescheduled.
Your package is awaiting release from the clearing agency. / This package was abandoned by both the sender and receiver.,No,exception,English,Your package is awaiting release from the clearing agency. This package was abandoned by both the sender and receiver.
Your package is awaiting release from the clearing agency. / We'll contact the sender or receiver about this delivery.,No,exception,English,Your package is awaiting release from the clearing agency. We will contact the sender or receiver about this delivery.
Your package is awaiting release from the clearing agency. / We're unable to deliver your package on schedule.,No,exception,English,Your package is awaiting release from the clearing agency. We are unable to deliver your package on schedule.
Your package is awaiting release from the clearing agency. / Your package was released by the clearing agency.,No,transit,English,Your package is awaiting release from the clearing agency. Your package was released by the clearing agency.
Your package is being held for payment of duty and tax.,No,exception,English,Your package is being held for payment of duty and tax.
Your package is being held for payment of duty and tax. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,Your package is being held for payment of duty and tax. Brokerage released the package. It will be processed through clearing agency before final release to ups.
Your package is being held for payment of duty and tax. / Delivery will be rescheduled.,No,exception,English,Your package is being held for payment of duty and tax. Delivery will be rescheduled.
Your package is being held for payment of duty and tax. / This package was abandoned by both the sender and receiver.,No,exception,English,Your package is being held for payment of duty and tax. This package was abandoned by both the sender and receiver.
Your package is being held for payment of duty and tax. / We'll contact the sender or receiver about this delivery.,No,exception,English,Your package is being held for payment of duty and tax. We will contact the sender or receiver about this delivery.
Your package is being held for payment of duty and tax. / We've contacted the receiver.,No,exception,English,Your package is being held for payment of duty and tax. We have contacted the receiver.
Your package is being held for payment of duty and tax. / Your package was released by the clearing agency.,No,transit,English,Your package is being held for payment of duty and tax. Your package was released by the clearing agency.
Your package is being held to prepare bond paperwork for alternate site clearance by a non-UPS broker.,No,exception,English,Your package is being held to prepare bond paperwork for alternate site clearance by non ups broker.
Your package is being held to prepare bond paperwork for alternate site clearance by a non-UPS broker. / Receiver's customs broker has been assigned. The shipment is now released to move in transit.,No,transit,English,Your package is being held to prepare bond paperwork for alternate site clearance by non ups broker. Receiver's customs broker has been assigned. The shipment is now released to move in transit.
Your package is being held to prepare bond paperwork for alternate site clearance by a non-UPS broker. / Your package was released by the clearing agency.,No,transit,English,Your package is being held to prepare bond paperwork for alternate site clearance by non ups broker. Your package was released by the clearing agency.
Your package is being processed at the clearance agency.,No,transit,English,Your package is being processed at the clearance agency.
Your package is being processed at the clearance agency. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,Your package is being processed at the clearance agency. Brokerage released the package. It will be processed through clearing agency before final release to ups.
Your package is being processed at the clearance agency. / Delivery will be rescheduled.,No,transit,English,Your package is being processed at the clearance agency. Delivery will be rescheduled.
Your package is being processed at the clearance agency. / Receiver's customs broker has been assigned. The shipment is now released to move in transit.,No,transit,English,Your package is being processed at the clearance agency. Receiver's customs broker has been assigned. The shipment is now released to move in transit.
Your package is being processed for submission to the FDA or Department of Agriculture. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,Your package is being processed for submission to the fda or department of agriculture. Brokerage released the package. It will be processed through clearing agency before final release to ups.
Your package is being processed for submission to the FDA or Department of Agriculture. / The package is at the clearing agency awaiting final release.,No,transit,English,Your package is being processed for submission to the fda or department of agriculture. The package is at the clearing agency awaiting final release.
Your package may be delayed due to a required document inspection by the clearing agency.,No,exception,English,Your package may be delayed due to required document inspection by the clearing agency.
Your package may be delayed due to a required document inspection by the clearing agency. / Your package was released by the clearing agency.,No,transit,English,Your package may be delayed due to required document inspection by the clearing agency. Your package was released by the clearing agency.
Your package may be delayed. We are adjusting delivery plans as quickly as possible.,No,exception,English,Your package may be delayed. We are adjusting delivery plans as quickly as possible.
Your package may be delayed. We are adjusting delivery plans as quickly as possible. / Your package was released by the clearing agency.,No,transit,English,Your package may be delayed. We are adjusting delivery plans as quickly as possible. Your package was released by the clearing agency.
Your package was cleared after the scheduled transport departure. We will reschedule for the next available departure.,No,transit,English,Your package was cleared after the scheduled transport departure. We will reschedule for the next available departure.
Your package was cleared after the scheduled transport departure. We will reschedule for the next available departure. / Delivery will be rescheduled.,No,transit,English,Your package was cleared after the scheduled transport departure. We will reschedule for the next available departure. Delivery will be rescheduled.
Your package was cleared after the scheduled transport departure. We will reschedule for the next available departure. / Your package was released by the clearing agency.,No,transit,English,Your package was cleared after the scheduled transport departure. We will reschedule for the next available departure. Your package was released by the clearing agency.
Your package was processed at our facility.,No,transit,English,Your package was processed at our facility.
Your package was processed at our facility. / The package will be forwarded to a UPS facility in the destination city.,No,transit,English,Your package was processed at our facility. The package will be forwarded to ups facility in the destination city.
Your package was quarantined as requested by a Government regulatory agency.,No,exception,English,Your package was quarantined as requested by government regulatory agency.
Your package was quarantined as requested by a Government regulatory agency. / Your package was released by the clearing agency.,No,transit,English,Your package was quarantined as requested by government regulatory agency. Your package was released by the clearing agency.
Your package was released by the clearing agency.,No,transit,English,Your package was released by the clearing agency.
Your package was released by the customs agency.,No,transit,English,Your package was released by the customs agency.
Your package will be held at a warehouse until it is released by the clearance agency.,No,exception,English,Your package will be held at warehouse until it is released by the clearance agency.
Your parcel has been delivered.,No,delivered,English,Your parcel has been delivered.
Your pkg has been delayed due to missing clearance information. We are attempting to obtain information from the shipper / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,Your pkg has been delayed due to missing clearance information. We are attempting to obtain information from the shipper brokerage released the package. It will be processed through clearing agency before final release to ups.
Your shipment was not processed by UPS brokerage. This has caused a delay.,No,exception,English,Your shipment was not processed by ups brokerage. This has caused delay.
Your shipment was not processed by UPS brokerage. This has caused a delay. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,Your shipment was not processed by ups brokerage. This has caused delay. Brokerage released the package. It will be processed through clearing agency before final release to ups.
Your shipment was not processed by UPS brokerage. This has caused a delay. / The package is at the clearing agency awaiting final release.,No,exception,English,Your shipment was not processed by ups brokerage. This has caused delay. The package is at the clearing agency awaiting final release.
Commodity description information must be validated by the sender or importer. We have contacted the receiver.,Yes,exception,English,
We will attempt to redeliver today.,Yes,out for delivery,English,
Shipment partially delivered.,Yes,exception,English,
Item delivered ,Yes,delivered,English,
Arrived after courier dispatch,Yes,exception,English,
Addressee request own pick up.,Yes,pickup,English,
Awaiting customer pickup.,Yes,pickup,English,
Rerouted to revised delivery address,Yes,transit,English,
Signature obtained.,Yes,delivered,English,
The receiver will only accept delivery during certain hours. We are adjusting delivery plans as quickly as possible.,Yes,transit,English,
Shipment left in agreed location as instructed.,Yes,transit,English,
